,Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,Gender,JobLevel,JobRole,MaritalStatus,MonthlyIncome,NumCompaniesWorked,PercentSalaryHike,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,JobInvolvement,PerformanceRating,total_mn,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,total_em,Age_tier,distancehome_tier,MonthlyIncome_tier
3530,35,0,1,1,3,3,3,0,2,2,1,22580,1.0,11,1,2.0,2,2,2,2,3,3,3.0,4.0,4.0,4.0,4.0,1,4,1
3531,43,1,2,2,5,3,2,0,3,6,2,45220,8.0,15,1,7.0,3,4,1,3,3,3,3.0,1.0,3.0,2.0,2.0,2,4,3
3532,32,0,0,1,11,2,4,0,2,6,0,44870,1.0,11,0,1.0,5,1,0,0,2,3,2.5,3.0,1.0,3.0,2.3333333333333335,1,2,3
3534,29,0,2,1,26,1,1,1,1,2,1,22180,1.0,24,1,10.0,1,10,0,8,3,4,3.5,2.7236031927023947,4.0,3.0,3.2412010642341316,0,1,1
3535,19,0,2,1,23,4,1,1,2,2,2,191970,1.0,12,0,1.0,2,1,0,0,3,3,3.0,3.0,1.0,3.0,2.3333333333333335,4,1,5
3536,45,0,2,1,22,3,1,0,2,8,1,132120,4.0,13,0,7.0,4,3,0,2,3,3,3.0,1.0,3.0,2.0,2.0,2,1,5
3537,37,0,2,1,14,4,1,1,3,6,1,65770,1.0,13,0,14.0,1,14,3,11,1,3,2.0,4.0,4.0,2.0,3.3333333333333335,1,2,4
3538,20,0,2,1,6,3,3,1,5,5,2,83920,1.0,17,0,2.0,5,2,1,2,3,3,3.0,1.0,3.0,2.0,2.0,4,3,4
3539,44,1,2,0,6,2,0,1,3,7,2,45580,1.0,13,1,6.0,2,6,0,2,1,3,2.0,3.0,3.0,3.0,3.0,2,3,3
3540,53,0,2,1,6,4,1,1,1,5,0,40310,3.0,12,1,26.0,3,7,4,7,2,3,2.5,4.0,3.0,3.0,3.3333333333333335,3,3,3
3541,29,0,2,1,23,3,3,1,1,7,1,79690,0.0,14,0,6.0,3,5,1,3,3,3,3.0,2.0,4.0,2.0,2.6666666666666665,0,1,4
3542,22,1,1,1,22,4,3,1,1,8,1,26540,0.0,24,0,1.0,5,0,0,0,2,4,3.0,3.0,4.0,3.0,3.3333333333333335,0,1,2
3543,46,0,2,1,2,3,1,1,2,6,1,165550,8.0,14,2,28.0,4,26,15,9,3,3,3.0,3.0,1.0,3.0,2.3333333333333335,2,4,5
3544,44,0,0,1,20,3,1,1,1,8,2,45560,2.0,13,0,6.0,4,0,0,0,3,3,3.0,4.0,3.0,3.0,3.3333333333333335,2,2,3
3545,33,0,2,1,28,4,1,0,1,3,1,60910,1.0,15,0,5.0,6,5,1,4,1,3,2.0,2.0,3.0,3.0,2.6666666666666665,1,1,4
3546,41,1,0,1,12,3,1,1,2,8,0,195660,6.0,16,0,5.0,2,1,0,0,4,3,3.5,1.0,1.0,1.0,1.0,2,2,5
3547,30,0,2,2,20,3,2,1,3,7,0,48100,8.0,18,0,8.0,3,4,0,3,2,3,2.5,3.0,1.0,3.0,2.3333333333333335,0,2,3
3548,40,0,1,2,9,3,3,1,1,4,1,45230,5.0,16,1,5.0,5,0,0,0,4,3,3.5,2.0,2.0,3.0,2.3333333333333335,1,3,3
3549,50,0,1,1,25,4,1,0,2,0,1,32020,2.0,24,1,32.0,2,2,2,2,3,4,3.5,4.0,1.0,3.0,2.6666666666666665,2,1,2
3550,28,0,2,1,6,3,5,1,2,6,1,23510,1.0,16,0,6.0,4,6,3,3,3,3,3.0,4.0,1.0,3.0,2.6666666666666665,0,3,1
3551,46,0,2,1,8,4,4,1,3,3,1,17020,5.0,21,0,25.0,2,4,0,3,3,4,3.5,4.0,2.0,3.0,3.0,2,3,1
3552,35,0,2,2,4,4,2,1,1,2,1,180410,3.0,20,1,15.0,3,7,1,7,2,4,3.0,3.0,1.0,3.0,2.3333333333333335,1,4,5
3553,24,1,2,0,28,4,0,1,3,4,1,28860,1.0,19,1,1.0,5,1,0,0,3,3,3.0,4.0,2.0,1.0,2.3333333333333335,0,1,2
3554,33,0,1,1,9,2,3,0,1,7,1,20970,1.0,14,2,10.0,5,10,0,1,2,3,2.5,2.0,3.0,2.0,2.3333333333333335,1,3,1
3555,36,0,2,1,9,2,3,1,2,7,0,119350,1.0,11,3,7.0,6,7,1,7,4,3,3.5,3.0,3.0,3.0,3.0,1,3,5
3556,30,0,2,2,29,3,2,1,1,7,0,25460,1.0,14,1,10.0,2,10,8,9,3,3,3.0,3.0,3.0,2.0,2.6666666666666665,0,1,2
3557,44,0,2,1,3,4,3,1,2,6,2,25640,1.0,12,3,20.0,3,20,13,17,1,3,2.0,4.0,4.0,3.0,3.6666666666666665,2,4,2
3558,20,0,2,1,18,4,3,1,1,1,2,84120,1.0,13,0,2.0,2,2,2,2,2,3,2.5,3.0,4.0,3.0,3.3333333333333335,4,2,4
3559,46,0,2,2,9,1,3,0,1,7,0,141180,2.0,22,0,12.0,3,6,1,4,3,4,3.5,4.0,4.0,2.0,3.3333333333333335,2,3,5
3560,42,0,0,1,5,4,3,1,5,7,1,170460,7.0,11,0,10.0,3,4,0,3,2,3,2.5,4.0,1.0,4.0,3.0,2,4,5
3561,60,0,2,2,2,2,1,1,2,7,0,25640,0.0,14,1,12.0,3,11,1,9,3,3,3.0,2.0,4.0,3.0,3.0,3,4,2
3562,32,0,1,2,10,3,1,0,1,7,1,102660,1.0,11,0,2.0,3,2,2,2,3,3,3.0,3.0,2.0,3.0,2.6666666666666665,1,3,5
3563,32,0,1,1,9,3,1,0,2,6,2,50700,4.0,12,1,10.0,6,8,0,7,3,3,3.0,4.0,3.0,3.0,3.3333333333333335,1,3,3
3564,36,0,2,2,3,2,2,1,4,0,0,178610,2.0,18,0,17.0,2,7,7,7,2,3,2.5,3.0,1.0,3.0,2.3333333333333335,1,4,5
3565,33,0,2,2,26,2,2,1,1,6,1,42300,0.0,12,0,15.0,0,14,4,10,3,3,3.0,1.0,4.0,3.0,2.6666666666666665,1,1,3
3566,40,0,2,1,1,3,3,0,2,6,0,37800,7.0,12,0,7.0,2,5,1,3,1,3,2.0,2.0,2.0,4.0,2.6666666666666665,1,4,3
3567,25,0,2,1,6,2,3,0,1,2,2,27680,0.0,22,1,5.0,0,4,1,1,3,4,3.5,3.0,4.0,3.0,3.3333333333333335,0,3,2
3568,30,0,2,2,9,3,2,0,1,6,1,90710,0.0,19,1,12.0,2,11,5,7,2,3,2.5,4.0,2.0,3.0,3.0,0,3,4
3569,42,0,1,0,8,2,3,1,1,7,1,106480,3.0,13,1,20.0,1,1,0,0,3,3,3.0,1.0,1.0,3.0,1.6666666666666667,2,3,5
3570,35,0,0,1,1,1,1,1,2,7,1,136100,4.0,22,2,16.0,4,13,4,12,2,4,3.0,3.0,4.0,2.0,3.0,1,4,5
3571,27,0,2,1,7,3,1,1,3,4,1,34080,1.0,24,0,9.0,2,9,6,8,3,4,3.5,1.0,1.0,2.0,1.3333333333333333,0,3,2
3572,54,0,1,1,9,2,3,1,2,8,0,29830,7.0,14,1,33.0,2,5,1,4,2,3,2.5,4.0,3.0,1.0,2.6666666666666665,3,3,2
3573,44,0,2,0,4,4,1,1,5,2,1,76320,1.0,21,0,10.0,3,10,7,7,3,4,3.5,1.0,4.0,3.0,2.6666666666666665,2,4,4
3574,19,1,0,2,2,2,4,1,3,0,2,98240,1.0,18,0,1.0,2,1,0,0,3,3,3.0,1.0,2.0,4.0,2.3333333333333335,4,4,4
3575,29,0,2,1,19,4,1,1,1,4,0,99500,1.0,20,0,3.0,3,3,1,2,3,4,3.5,1.0,4.0,3.0,2.6666666666666665,0,2,4
3576,54,0,2,1,9,4,1,1,2,7,1,20930,3.0,19,0,36.0,2,10,0,9,3,3,3.0,4.0,4.0,3.0,3.6666666666666665,3,3,1
3577,31,0,2,1,21,3,1,1,2,2,1,99800,1.0,12,0,6.0,1,6,0,1,3,3,3.0,3.0,1.0,2.0,2.0,1,1,4
3578,31,0,2,2,24,1,2,0,1,7,2,38940,1.0,12,0,10.0,3,10,1,8,4,3,3.5,3.0,1.0,3.0,2.3333333333333335,1,1,3
3579,59,0,2,1,3,4,5,1,1,6,2,40510,5.0,16,3,13.0,3,6,0,5,3,3,3.0,3.0,4.0,3.0,3.3333333333333335,3,4,3
3580,43,0,2,1,11,2,1,1,3,2,1,168350,3.0,17,1,25.0,3,8,0,7,3,3,3.0,3.0,4.0,3.0,3.3333333333333335,2,2,5
3581,49,0,2,2,14,4,1,1,2,6,1,62300,2.0,14,0,23.0,2,1,0,0,2,3,2.5,1.0,3.0,4.0,2.6666666666666665,2,2,4
3582,36,0,1,2,5,2,2,0,1,2,1,47170,1.0,19,1,12.0,3,11,0,7,3,3,3.0,3.0,2.0,2.0,2.3333333333333335,1,4,3
3583,48,0,2,1,1,4,1,0,2,2,2,132370,5.0,13,1,7.0,2,1,0,0,4,3,3.5,4.0,2.0,2.0,2.6666666666666665,2,4,5
3584,27,0,2,1,6,4,1,1,2,2,0,37550,1.0,19,0,5.0,2,5,0,3,3,3,3.0,1.0,3.0,3.0,2.3333333333333335,0,3,3
3585,29,0,2,2,17,4,3,1,1,2,0,65820,1.0,19,1,6.0,3,6,1,0,3,3,3.0,3.0,4.0,3.0,3.3333333333333335,0,2,4
3586,48,0,2,2,1,1,2,1,2,4,2,74060,6.0,14,2,25.0,2,1,0,0,3,3,3.0,4.0,4.0,4.0,4.0,2,4,4
3587,29,0,2,1,3,3,5,0,2,0,0,48050,3.0,16,1,9.0,2,7,1,7,3,3,3.0,4.0,4.0,2.0,3.3333333333333335,0,4,3
3588,34,0,2,2,9,4,3,0,2,2,1,27410,0.0,15,1,2.0,3,1,0,0,3,3,3.0,3.0,3.0,2.0,2.6666666666666665,1,3,2
3589,44,0,2,1,4,3,1,0,1,2,1,42620,7.0,18,0,26.0,2,22,3,10,3,3,3.0,2.0,2.0,3.0,2.3333333333333335,2,4,3
3590,33,0,2,1,8,2,1,0,2,6,0,161840,0.0,13,1,10.0,2,9,0,8,4,3,3.5,4.0,3.0,3.0,3.3333333333333335,1,3,5
3591,19,0,2,2,2,4,2,1,3,2,2,115570,1.0,22,0,1.0,0,1,0,1,3,4,3.5,2.0,4.0,3.0,3.0,4,4,5
3592,23,0,2,2,2,3,3,1,3,2,1,18780,1.0,13,1,1.0,2,1,0,1,3,3,3.0,4.0,3.0,3.0,3.3333333333333335,0,4,1
3593,25,1,1,1,1,1,1,1,1,4,2,109320,1.0,11,1,1.0,3,1,1,0,3,3,3.0,3.0,4.0,3.0,3.3333333333333335,0,4,5
3594,26,0,2,0,9,3,1,1,2,6,2,68110,1.0,11,1,8.0,4,8,2,2,3,3,3.0,3.0,4.0,2.0,3.0,0,3,4
3595,45,1,2,0,12,3,0,1,2,2,2,43060,2.0,11,2,26.0,3,24,1,11,3,3,3.0,1.0,2.0,3.0,2.0,2,2,3
3596,55,0,0,1,27,3,1,0,2,3,0,48590,1.0,24,1,34.0,3,33,15,0,4,4,4.0,4.0,2.0,3.0,3.0,3,1,3
3597,21,1,1,1,20,2,3,0,4,6,2,53370,1.0,14,1,2.0,2,2,2,2,3,3,3.0,1.0,3.0,1.0,1.6666666666666667,0,2,3
3598,46,0,2,1,1,4,1,1,1,4,1,23400,2.0,13,1,26.0,2,11,0,8,1,3,2.0,4.0,2.0,3.0,3.0,2,4,1
3599,34,0,2,2,13,4,3,1,3,8,2,74910,0.0,14,1,4.0,3,3,0,2,2,3,2.5,3.0,1.0,3.0,2.3333333333333335,1,2,4
3600,51,0,1,1,14,3,1,1,2,5,0,105270,4.0,14,0,31.0,3,29,11,10,3,3,3.0,4.0,2.0,2.0,2.6666666666666665,3,2,5
3601,59,0,2,1,4,2,1,1,2,6,2,165950,6.0,21,1,25.0,2,9,5,4,3,4,3.5,4.0,4.0,2.0,3.3333333333333335,3,4,5
3602,34,0,1,2,14,4,3,0,3,6,0,88340,4.0,13,1,15.0,1,11,5,10,3,3,3.0,3.0,2.0,4.0,3.0,1,2,4
3603,28,0,1,1,2,3,4,0,1,3,2,55770,0.0,19,0,5.0,3,4,0,2,3,3,3.0,4.0,3.0,2.0,3.0,0,4,3
3604,44,0,2,1,3,4,1,1,2,6,0,47070,1.0,17,0,26.0,4,25,14,13,1,3,2.0,3.0,1.0,2.0,2.0,2,4,3
3605,34,0,1,2,1,3,1,1,2,7,1,24000,4.0,18,1,14.0,3,10,1,8,3,3,3.0,3.0,2.0,4.0,3.0,1,4,1
3606,35,0,2,1,9,3,1,1,4,0,1,98240,0.0,19,0,4.0,2,3,2,2,3,3,3.0,3.0,3.0,3.0,3.0,1,3,4
3607,42,0,2,1,23,4,1,0,1,3,1,64470,6.0,13,0,18.0,3,1,0,0,3,3,3.0,2.0,2.0,3.0,2.3333333333333335,2,1,4
3608,43,0,2,1,7,2,3,0,1,2,2,195020,3.0,18,2,23.0,3,21,15,17,4,3,3.5,4.0,4.0,4.0,4.0,2,3,5
3609,36,0,2,1,2,4,3,1,1,0,2,27250,9.0,21,1,18.0,4,16,5,12,2,4,3.0,3.0,2.0,3.0,2.6666666666666665,1,4,2
3610,44,1,2,1,21,4,1,0,2,2,1,62720,1.0,19,1,10.0,3,10,0,5,3,3,3.0,1.0,4.0,3.0,2.6666666666666665,2,1,4
3611,28,0,1,1,2,3,1,0,2,8,1,21270,1.0,14,0,2.0,3,2,2,2,3,3,3.0,4.0,4.0,3.0,3.6666666666666665,0,4,1
3612,51,0,1,2,21,4,3,1,2,6,2,182000,0.0,17,0,8.0,3,7,7,7,3,3,3.0,2.0,3.0,2.0,2.3333333333333335,3,1,5
3613,30,0,0,1,2,4,4,1,1,6,2,20960,7.0,11,3,10.0,2,8,1,7,3,3,3.0,3.0,3.0,3.0,3.0,0,4,1
3614,29,1,2,1,29,4,5,0,1,8,0,28860,3.0,13,0,10.0,4,7,7,7,3,3,3.0,2.0,3.0,3.0,2.6666666666666665,0,1,2
3615,28,0,2,2,1,4,1,0,2,8,2,20330,2.0,15,1,5.0,5,3,1,2,3,3,3.0,4.0,1.0,2.0,2.3333333333333335,0,4,1
3616,25,0,2,1,18,2,1,1,1,6,2,36220,1.0,25,0,2.0,0,2,2,1,3,4,3.5,4.0,2.0,2.0,2.6666666666666665,0,2,3
3617,32,0,2,1,10,4,4,0,1,7,1,42330,1.0,11,0,10.0,5,10,0,8,3,3,3.0,3.0,4.0,4.0,3.6666666666666665,1,3,3
3618,45,0,1,1,19,3,3,1,3,2,2,36810,3.0,17,1,22.0,2,0,0,0,3,3,3.0,2.0,2.0,3.0,2.3333333333333335,2,2,3
3619,39,0,2,2,29,1,2,0,1,2,0,54600,6.0,13,2,21.0,3,19,15,2,3,3,3.0,3.0,2.0,3.0,2.6666666666666665,1,1,3
3620,58,0,2,1,27,3,4,1,2,2,0,21870,1.0,18,1,2.0,1,2,2,2,1,3,2.0,1.0,3.0,3.0,2.3333333333333335,3,1,1
3621,32,1,2,1,5,3,5,0,1,7,1,96020,1.0,13,1,10.0,3,10,1,1,3,3,3.0,4.0,3.0,3.0,3.3333333333333335,1,4,4
3622,39,1,2,1,18,2,1,1,2,2,2,28360,0.0,20,0,6.0,3,5,0,3,2,4,3.0,3.0,1.0,3.0,2.3333333333333335,1,2,2
3623,30,0,2,2,9,1,2,1,4,5,1,40890,0.0,18,0,10.0,2,9,6,7,4,3,3.5,1.0,4.0,3.0,2.6666666666666665,0,3,3
3624,36,0,2,2,1,3,2,1,2,7,1,166270,3.0,12,0,10.0,5,7,1,7,2,3,2.5,4.0,3.0,3.0,3.3333333333333335,1,4,5
3625,46,0,2,2,4,3,3,1,1,6,2,26190,6.0,12,1,10.0,3,7,5,7,2,3,2.5,4.0,1.0,4.0,3.0,2,4,2
3626,28,0,0,1,1,3,3,1,5,7,1,56790,0.0,13,0,10.0,2,9,7,5,2,3,2.5,3.0,4.0,3.0,3.3333333333333335,0,4,3
3627,50,0,2,1,20,2,3,0,5,2,1,154020,4.0,21,0,25.0,3,3,1,2,2,4,3.0,4.0,1.0,3.0,2.6666666666666665,2,2,5
3628,40,1,2,2,8,1,4,1,1,2,2,59850,2.0,13,3,9.0,1,5,1,0,2,3,2.5,4.0,2.0,3.0,3.0,1,3,3
3629,52,1,2,1,3,2,5,1,3,2,2,25790,9.0,19,1,10.0,1,8,7,7,3,3,3.0,2.0,2.0,2.0,2.0,3,4,2
3630,30,0,2,1,6,4,3,0,1,7,1,30410,1.0,11,1,9.0,2,9,0,8,2,3,2.5,2.0,1.0,3.0,2.0,0,3,2
3631,39,0,2,1,26,1,3,1,2,0,2,34470,0.0,14,0,9.0,5,8,1,7,3,3,3.0,1.0,3.0,3.0,2.3333333333333335,1,1,2
3632,31,0,0,1,1,2,3,1,1,7,0,195130,1.0,12,1,10.0,1,10,9,6,2,3,2.5,4.0,3.0,2.0,3.0,1,4,5
3633,41,0,0,2,6,3,1,0,1,5,2,27730,1.0,11,0,19.0,3,19,11,9,3,3,3.0,3.0,2.0,3.0,2.6666666666666665,2,3,2
3634,31,1,1,1,3,1,1,1,1,7,2,71040,1.0,14,1,3.0,3,3,2,2,3,3,3.0,4.0,2.0,4.0,3.3333333333333335,1,4,4
3635,44,1,2,2,5,3,1,1,1,2,1,63220,4.0,11,1,10.0,2,3,1,2,3,3,3.0,1.0,1.0,4.0,2.0,2,4,4
3636,42,0,0,1,4,3,1,1,2,2,1,20830,0.0,12,2,21.0,3,20,2,10,2,3,2.5,3.0,3.0,2.0,2.6666666666666665,2,4,1
3637,55,0,2,2,11,3,5,1,2,4,1,83810,4.0,15,1,23.0,3,19,9,11,3,3,3.0,4.0,3.0,3.0,3.3333333333333335,3,2,4
3638,56,0,2,2,3,2,3,0,3,4,2,26910,6.0,16,1,36.0,6,7,7,7,3,3,3.0,4.0,2.0,3.0,3.0,3,4,2
3639,40,0,0,1,1,1,1,1,1,2,0,42860,9.0,15,0,6.0,6,4,0,0,3,3,3.0,3.0,3.0,3.0,3.0,1,4,3
3640,34,0,2,1,3,2,5,1,2,5,0,26590,0.0,24,3,10.0,2,9,1,6,3,4,3.5,4.0,4.0,2.0,3.3333333333333335,1,4,2
3641,40,0,2,2,4,3,3,1,2,7,2,94340,1.0,13,1,9.0,3,9,8,8,2,3,2.5,3.0,4.0,3.0,3.3333333333333335,1,4,4
3642,41,0,1,2,1,4,4,0,2,0,0,55610,0.0,11,0,10.0,2,9,1,7,2,3,2.5,3.0,1.0,3.0,2.3333333333333335,2,4,3
3643,35,0,1,2,1,2,5,1,2,3,2,66460,1.0,13,1,9.0,2,9,1,1,2,3,2.5,3.0,3.0,3.0,3.0,1,4,4
3644,51,0,2,2,18,2,1,1,4,4,0,77250,1.0,13,1,33.0,2,33,0,10,3,3,3.0,3.0,2.0,3.0,2.6666666666666665,3,2,4
3645,38,0,2,2,2,4,1,0,1,6,0,107250,3.0,18,0,11.0,5,7,1,7,2,3,2.5,2.0,1.0,3.0,2.0,1,4,5
3646,34,0,2,2,4,3,1,1,2,6,2,88470,1.0,16,0,10.0,3,10,9,6,4,3,3.5,3.0,1.0,4.0,2.6666666666666665,1,4,4
3647,25,0,2,1,6,2,3,0,4,6,1,20450,3.0,19,0,7.0,3,3,1,2,3,3,3.0,4.0,4.0,2.0,3.3333333333333335,0,3,1
3648,58,1,2,2,1,4,5,1,2,7,1,10090,7.0,13,2,31.0,3,10,5,9,4,3,3.5,3.0,1.0,2.0,2.0,3,4,1
3649,40,0,2,1,14,4,3,0,1,6,1,33480,3.0,22,0,7.0,2,4,0,3,1,4,2.5,2.0,2.0,3.0,2.3333333333333335,1,2,2
3650,36,0,1,2,16,2,1,1,1,6,1,12810,2.0,11,0,17.0,2,15,6,13,3,3,3.0,1.0,1.0,2.0,1.3333333333333333,1,2,1
3651,48,0,2,1,2,1,1,1,2,6,2,28190,1.0,20,0,11.0,2,10,0,8,2,4,3.0,4.0,4.0,3.0,3.6666666666666665,2,4,2
3652,27,0,2,1,2,3,1,0,2,2,1,48510,8.0,18,0,5.0,2,1,0,0,3,3,3.0,3.0,4.0,3.0,3.3333333333333335,0,4,3
3653,51,0,2,1,4,1,3,0,3,4,2,40280,3.0,14,0,29.0,3,5,0,3,3,3,3.0,4.0,2.0,2.0,2.6666666666666665,3,4,3
3654,18,0,0,1,1,4,3,1,2,7,2,27200,1.0,22,1,0.0,2,0,0,0,3,4,3.5,4.0,4.0,2.7614364135407135,3.587145471180238,4,4,2
3655,35,0,2,1,1,4,4,0,2,5,1,81200,0.0,13,0,10.0,2,9,0,0,2,3,2.5,4.0,4.0,3.0,3.6666666666666665,1,4,4
3656,27,0,1,1,26,4,3,0,1,5,2,46470,3.0,17,0,8.0,3,6,0,0,4,3,3.5,4.0,4.0,3.0,3.6666666666666665,0,1,3
3657,55,1,2,1,19,3,5,1,1,1,2,46800,6.0,14,3,24.0,0,19,3,8,4,3,3.5,1.0,3.0,2.0,2.0,3,2,3
3658,56,0,2,1,24,4,1,1,2,2,1,32210,4.0,15,2,33.0,2,19,15,9,3,3,3.0,4.0,2.0,3.0,3.0,3,1,2
3659,34,0,0,2,1,2,1,1,2,6,0,86210,1.0,17,1,5.0,1,5,0,0,3,3,3.0,1.0,3.0,3.0,2.3333333333333335,1,4,4
3660,40,0,2,1,3,3,1,1,2,7,0,45770,5.0,11,1,15.0,3,12,11,8,2,3,2.5,2.0,3.0,3.0,2.6666666666666665,1,4,3
3661,34,0,2,1,5,3,1,1,1,6,1,45530,4.0,18,1,10.0,2,8,7,7,4,3,3.5,2.0,3.0,3.0,2.6666666666666665,1,4,3
3662,31,1,1,1,2,2,3,0,2,4,2,53960,7.0,17,1,3.0,2,1,0,0,1,3,2.0,3.0,4.0,4.0,3.6666666666666665,1,4,3
3663,35,1,1,1,1,2,3,1,1,4,1,67960,0.0,13,0,5.0,2,4,3,2,3,3,3.0,4.0,3.0,2.0,3.0,1,4,4
3664,38,0,1,1,7,3,3,0,2,8,0,76250,1.0,15,0,4.0,2,4,0,3,2,3,2.5,4.0,3.0,3.0,3.3333333333333335,1,3,4
3665,34,0,2,1,10,4,4,0,2,2,2,74120,1.0,24,0,14.0,4,14,4,11,3,4,3.5,3.0,4.0,4.0,3.6666666666666665,1,3,4
3666,28,0,2,1,2,3,1,0,2,0,1,111590,1.0,12,0,5.0,2,5,0,4,3,3,3.0,3.0,1.0,3.0,2.3333333333333335,0,4,5
3667,31,1,2,1,15,2,1,1,2,7,1,49600,1.0,15,0,10.0,3,10,6,7,2,3,2.5,4.0,3.0,2.0,3.0,1,2,3
3668,39,0,2,1,17,4,5,0,2,0,1,104750,3.0,11,1,8.0,3,5,1,4,3,3,3.0,1.0,4.0,4.0,3.0,1,2,5
3669,51,0,1,1,20,3,3,1,2,7,1,148140,2.0,11,1,14.0,2,4,3,2,2,3,2.5,2.0,2.0,3.0,2.3333333333333335,3,2,5
3670,41,0,1,1,1,3,1,1,4,7,0,191410,3.0,12,1,12.0,2,6,3,3,3,3,3.0,4.0,4.0,2.0,3.3333333333333335,2,4,5
3671,37,0,2,1,2,2,3,0,1,0,1,54050,7.0,15,0,8.0,3,6,1,3,4,3,3.5,3.0,3.0,3.0,3.0,1,4,3
3672,33,0,1,1,2,3,3,0,1,7,1,87930,6.0,17,0,8.0,2,5,1,2,3,3,3.0,2.0,4.0,4.0,3.3333333333333335,1,4,4
3673,32,0,2,1,1,4,3,1,5,5,1,191890,0.0,12,1,4.0,3,3,1,2,3,3,3.0,3.0,2.0,2.0,2.3333333333333335,1,4,5
3674,39,0,0,1,29,2,1,1,2,7,1,38750,3.0,15,0,13.0,3,6,0,5,3,3,3.0,3.0,3.0,3.0,3.0,1,1,3
3675,25,0,2,1,7,4,1,1,1,7,1,22160,2.0,13,3,6.0,2,3,1,2,2,3,2.5,1.0,3.0,2.0,2.0,0,3,1
3676,52,0,1,1,2,1,1,1,2,7,1,117130,2.0,14,0,24.0,2,5,0,2,3,3,3.0,4.0,3.0,2.0,3.0,3,4,5
3677,43,0,2,1,2,2,3,1,1,2,2,78610,1.0,14,2,20.0,1,20,1,8,3,3,3.0,1.0,3.0,1.0,1.6666666666666667,2,4,4
3678,27,0,2,1,2,4,1,1,1,1,1,37080,1.0,16,2,6.0,2,6,4,4,3,3,3.0,4.0,4.0,3.0,3.6666666666666665,0,4,3
3679,27,1,2,1,2,5,1,0,1,6,2,137700,1.0,18,1,8.0,3,8,7,7,4,3,3.5,4.0,3.0,3.0,3.3333333333333335,0,4,5
3680,26,0,2,1,2,2,4,1,3,2,2,53040,0.0,20,1,5.0,2,4,1,1,3,4,3.5,1.0,4.0,3.0,2.6666666666666665,0,4,3
3681,42,0,2,2,23,3,2,0,3,6,1,26420,0.0,13,1,21.0,3,20,0,9,3,3,3.0,2.7236031927023947,1.0,3.0,2.2412010642341316,2,1,2
3682,52,0,2,1,5,2,1,0,1,0,1,27590,9.0,18,1,12.0,6,5,0,4,3,3,3.0,3.0,1.0,1.0,1.6666666666666667,3,4,2
3683,37,0,2,1,20,5,1,1,2,3,2,68040,4.0,13,1,8.0,1,3,0,2,3,3,3.0,1.0,3.0,3.0,2.3333333333333335,1,2,4
3684,35,0,1,1,6,4,3,0,2,5,2,61420,2.0,15,1,10.0,2,2,2,2,3,3,3.0,3.0,4.0,3.0,3.3333333333333335,1,3,4
3685,25,0,2,1,1,4,3,1,2,7,1,25000,4.0,14,2,7.0,2,3,0,2,1,3,2.0,1.0,4.0,2.0,2.3333333333333335,0,4,2
3686,26,0,2,1,29,4,1,1,1,6,2,63890,0.0,22,0,8.0,2,7,0,7,2,4,3.0,3.0,1.0,3.0,2.3333333333333335,0,1,4
3687,29,0,2,2,9,3,1,1,1,2,2,111030,1.0,12,0,10.0,5,10,0,9,2,3,2.5,2.0,1.0,2.0,1.6666666666666667,0,3,5
3688,49,1,1,2,6,5,3,0,2,0,2,23420,3.0,18,0,20.0,2,4,1,3,3,3,3.0,1.0,1.0,3.0,1.6666666666666667,2,3,1
3689,29,1,1,2,3,2,2,0,2,2,2,68110,0.0,15,1,9.0,2,8,7,7,3,3,3.0,3.0,4.0,3.0,3.3333333333333335,0,4,4
3690,54,0,2,2,1,3,3,0,2,3,2,22970,6.0,18,2,29.0,2,20,12,7,2,3,2.5,4.0,4.0,2.0,3.3333333333333335,3,4,1
3691,58,0,2,2,22,3,1,0,2,2,1,24500,3.0,12,1,32.0,2,9,1,5,3,3,3.0,4.0,1.0,3.0,2.6666666666666665,3,1,1
3692,55,0,2,1,7,3,1,0,3,6,0,50930,2.0,16,1,31.0,3,7,0,0,3,3,3.0,2.0,4.0,4.0,3.3333333333333335,3,3,3
3693,36,0,2,1,1,3,3,1,2,7,2,53090,3.0,13,0,15.0,5,5,0,1,3,3,3.0,1.0,2.0,3.0,2.0,1,4,3
3694,31,1,1,2,4,3,1,1,2,3,2,30570,1.0,19,0,1.0,3,1,0,0,3,3,3.0,2.0,3.0,3.0,2.6666666666666665,1,4,2
3695,30,0,2,2,3,3,1,1,3,7,0,51210,7.0,13,0,8.0,4,3,0,2,3,3,3.0,4.0,1.0,3.0,2.6666666666666665,0,4,3
3696,31,0,2,1,1,3,3,1,1,2,2,168560,3.0,12,1,9.0,3,3,1,0,3,3,3.0,1.0,2.0,4.0,2.3333333333333335,1,4,5
3697,34,0,1,2,2,1,2,0,5,3,0,26860,5.0,11,0,10.0,3,4,1,3,4,3,3.5,4.0,1.0,3.0,2.6666666666666665,1,4,2
3698,31,1,2,2,20,3,5,1,1,6,2,61800,1.0,14,1,1.0,2,1,0,0,1,3,2.0,1.0,2.0,4.0,2.3333333333333335,1,2,4
